Epoch,Train Loss,Validation Loss,Validation Accuracy
1,1.8758023736422018,1.4550265073776245,46.5
2,1.1604611856858138,1.0336351040043408,63.849999999999994
3,0.8959801965357398,0.8062666571592982,71.78
4,0.7203338320755288,0.7131538145904299,75.29
5,0.6250578216884447,0.628820741478401,78.85
6,0.566725074101592,0.6073295972015285,78.69
7,0.5245374559289049,0.5476740338379824,81.32000000000001
8,0.4973930033576458,0.5535306538207622,80.78999999999999
9,0.48653721527370347,0.6430414500115793,78.60000000000001
10,0.4679045325045086,0.6204872572723823,79.21000000000001
11,0.462346355285486,0.5963041352320321,79.80000000000001
12,0.4531539275746821,0.6353572139257118,78.91
13,0.44882211241575765,0.6926880369458017,76.64
14,0.4508334562144316,0.6354368925094604,79.42
15,0.44140386840571527,0.6699317844608162,78.2
16,0.4374880683239159,0.6131546146507505,79.56
17,0.43338458693545795,0.5701205707803557,80.58999999999999
18,0.4338647791415529,0.5124477249912068,82.73
19,0.42418989680154856,0.6928540962406352,78.14
20,0.42785977307335493,0.690990372926374,77.02
21,0.4257605894828391,0.5300424766691425,82.73
22,0.41488887415365183,0.5804109837435469,80.64
23,0.41812601658846715,0.6431653265711628,79.27
24,0.4117427442384803,0.6853711258007001,77.42999999999999
25,0.4080473262711864,0.646683423202249,78.7
26,0.40055696140317354,0.7674217427833171,75.06
27,0.4051687795945141,0.4646788601633869,84.32
28,0.393746700814313,0.5949350274816344,80.60000000000001
29,0.3994295276568064,0.6898853175247772,78.07
30,0.3873025387373117,0.6201146271409868,79.47999999999999
31,0.38514165603138906,0.6668519607827633,78.59
32,0.38688620921138606,0.43240559421762637,84.81
33,0.3834345310621554,0.5798128718816782,80.72
34,0.38005364059334823,0.5899701891820642,80.58999999999999
35,0.37292971014214293,0.6920241773882999,77.47
36,0.37773006773360857,0.8705217574216142,74.92999999999999
37,0.3700856083951643,0.6553555115868773,78.61
38,0.37679591652987254,0.46351244404346126,84.37
39,0.36556237333875785,0.5129029083101055,82.71
40,0.36130423226472363,0.50661493064482,83.05
41,0.3633772752169148,0.6128168751167345,81.23
42,0.3669279170844256,0.5004059095171434,82.95
43,0.35476147316758283,0.5239577580101883,83.05
44,0.3546311551957484,0.5848955010311513,81.55
45,0.35467718282471533,0.6591434350496606,79.53
46,0.34872998815515766,0.6436578246611583,79.44
47,0.34893375025380907,0.45192653242545794,85.03
48,0.3472222572244951,0.4785713232770751,84.54
49,0.3392568494733947,0.6170543707624266,79.89
50,0.3392331812845167,0.5313344601588913,82.64
51,0.3315053279213893,0.5510964782177648,82.22
52,0.3382865621153351,0.4303738195684892,85.87
53,0.3298700063124947,0.5152433633427077,83.7
54,0.32138241427328884,0.5026902786538571,82.78
55,0.32869665035049017,0.41412746604484846,86.38
56,0.32302525102177543,0.4416686119158057,85.1
57,0.31635022357754083,0.43659955300862274,85.35000000000001
58,0.31263292624669914,0.5109410693373861,83.15
59,0.3076243599509949,0.5009306601331204,83.95
60,0.30958519933168843,0.5315069209171247,82.87
