Epoch,Train Loss,Validation Loss,Validation Accuracy
1,2.2818555027017813,2.1266572928126855,18.13
2,1.980837886595665,1.8937706026849868,23.25
3,1.775714067851796,1.6271505687810197,34.25
4,1.5807677665939721,1.4522392704517026,46.489999999999995
5,1.3967198764576632,1.2396727347675758,54.55
6,1.1761158093467088,1.036314728139322,63.72
7,1.0150662122480094,0.9088202662105802,67.86
8,0.9099755371013261,0.8360919152634053,70.88
9,0.8343684991912159,0.7643633447115934,74.26
10,0.7532484081700025,0.6951072800763046,77.06
11,0.6944498111067525,0.6790534884114808,77.74
12,0.6468990626542465,0.6931868546371218,77.47
13,0.5931028464566106,0.6206344449067418,79.83
14,0.564440132864296,0.5845697899407978,80.97
15,0.5274575600386275,0.5590097809894176,81.63
16,0.4990812854846115,0.5659440039079401,81.10000000000001
17,0.47092104903267473,0.5080662513081031,83.85000000000001
18,0.44779722868938887,0.5295794364772265,83.94
19,0.42841699121095944,0.4971260013459604,83.50999999999999
20,0.40602720561234845,0.5515405399889886,82.64
21,0.3847121487340659,0.5345983305309392,83.37
22,0.35811367951085804,0.4752001273858396,85.57000000000001
23,0.3510208297949618,0.4771277821516689,85.24000000000001
24,0.33421518907065284,0.4529429536454285,85.77
25,0.32125648116821526,0.46723781507226486,84.78999999999999
26,0.3109008513600625,0.49934187342848957,85.33
27,0.2982830853413438,0.41924661756316317,86.83
28,0.29179319823184585,0.4153080716540542,86.89
29,0.2689617626616717,0.438568015641804,87.19
30,0.26592049217971087,0.4476760693743259,86.92
31,0.25309736498862584,0.5158716594871087,84.76
32,0.25222613782529024,0.446481556266169,86.83999999999999
33,0.2402207969171007,0.4586740396445311,86.7
34,0.23286578346929893,0.43456505861463424,87.07000000000001
35,0.22357508816453806,0.40176325319688533,88.13
36,0.21664151248267238,0.40391799222819413,87.57000000000001
37,0.2043590436277487,0.4485040603181984,87.16000000000001
38,0.20030716627531345,0.42848036994662464,87.67
39,0.1911268559715632,0.4050505672451816,88.12
40,0.18587580475660845,0.45353846685795846,87.35000000000001
41,0.1866272785855681,0.39709981521473653,88.61
42,0.17085907416765952,0.4240922543066966,88.22
43,0.1717598809172278,0.45270024070256876,87.68
44,0.16817663822446943,0.47856280773500853,87.41
45,0.1554051087907208,0.4371055941792983,88.27000000000001
46,0.1617453344871321,0.44012638341776933,87.74
47,0.15255945948574245,0.47797560729557953,87.27000000000001
48,0.14861007494008754,0.4096226513008528,88.1
49,0.14027076440355968,0.4468937172919889,87.6
50,0.14039825723337396,0.42037772660768485,88.61
51,0.1426923102068017,0.43556553068794784,88.01
52,0.1307819630198009,0.4993318111836156,87.29
53,0.13060988900263595,0.4512627068199689,87.6
54,0.12476438339180349,0.44723755875720256,88.2
55,0.12194482207565052,0.44106741683392586,88.05
56,0.12061177750530146,0.43252493648589413,88.47
57,0.11587237718198305,0.44641694068154203,88.61
58,0.11120352662308976,0.44414384851727307,88.11
59,0.10863357449374388,0.5070970629966711,87.42
60,0.10546607705180908,0.42907502756843086,88.38000000000001
61,0.11113122179437324,0.5000341860931131,87.26
62,0.10647935391691944,0.4078176474269432,88.86
63,0.09759041772740881,0.43569575816015654,88.11
64,0.09137206100632468,0.4839660693195802,87.33
65,0.09373388045927143,0.4474980931116056,88.46000000000001
66,0.09259953416760086,0.4299849729183354,89.14999999999999
67,0.08564722789046557,0.44509911688068243,89.17
68,0.08365510229278555,0.4401014224637913,88.75
69,0.08874972912309038,0.4734957565235186,88.91
70,0.08352076008087,0.4392242282629013,89.21
71,0.07831731365750665,0.45072158454339717,88.91
72,0.0857441254731868,0.45631670536874214,88.62
73,0.08029602572817326,0.5132723984461797,87.64999999999999
74,0.07667380486093366,0.48330831735194485,88.67
75,0.0676656041372939,0.4987125023256374,88.39
76,0.07272831743340129,0.4763586296688152,89.05999999999999
77,0.07177354168156376,0.45141859824144387,88.52
78,0.07319078492024518,0.4788039051279237,88.49000000000001
79,0.06870384331282867,0.4596880900708935,89.36
80,0.0668143048987288,0.49708081630966333,88.66000000000001
81,0.06288545290270196,0.46521774556817885,89.2
82,0.058550318339815756,0.4803957205407227,89.09
83,0.0631619380951366,0.426130282162111,89.21
84,0.05860823731693199,0.4668608920860894,88.73
85,0.059792615196970114,0.47365244751489616,89.07000000000001
86,0.06211168091634617,0.46732934818992133,88.96
87,0.056207083758738494,0.4786552941497368,88.41
88,0.06125890854460275,0.4997009195481675,89.27000000000001
89,0.05329453750916035,0.49827933047391193,88.61
90,0.04617365949329875,0.481415991164461,88.86
91,0.05527083164490664,0.46380307063271725,89.17
92,0.04594199557948257,0.4629582609934143,89.1
93,0.0442172556048464,0.510566048229797,88.64999999999999
94,0.04301546937714586,0.5228410491460487,88.58
95,0.04157217980846,0.4836111902436124,88.92
96,0.04490667339080892,0.4641582852677454,89.51
97,0.03881768295553315,0.6085117746003067,87.83
98,0.04014445089942316,0.49858236708973025,89.08
99,0.03886513833654449,0.49734512292131594,89.08
100,0.03802038126927622,0.47680763711657703,89.44
101,0.0372261663701128,0.4590147169707697,89.69
